Date,Open,High,Low,Close,Adj Close,Volume
2015-09-18,0.874574,0.888102,0.833908,0.853685,0.853685,484622
2015-09-19,0.849603,0.911883,0.833784,0.882391,0.882391,386988
2015-09-20,0.881191,0.947741,0.873205,0.938445,0.938445,508314
2015-09-21,0.941496,0.957326,0.878301,0.919047,0.919047,424039
2015-09-22,0.919337,0.919337,0.865225,0.901796,0.901796,487914
2015-09-23,0.903560,0.908910,0.885136,0.893406,0.893406,200541
2015-09-24,0.896796,0.908571,0.793460,0.813610,0.813610,842505
2015-09-25,0.820031,0.825665,0.712745,0.736223,0.736223,903457
2015-09-26,0.737630,0.787544,0.709328,0.785964,0.785964,369620
2015-09-27,0.791277,0.791277,0.719169,0.720839,0.720839,413801
2015-09-28,0.723715,0.725677,0.557062,0.582886,0.582886,1320890
2015-09-29,0.579414,0.675830,0.558346,0.661146,0.661146,913992
2015-09-30,0.661192,0.746722,0.635861,0.738644,0.738644,619926
2015-10-01,0.734307,0.734307,0.655906,0.690215,0.690215,596084
2015-10-02,0.683732,0.691120,0.654605,0.678574,0.678574,219318
2015-10-03,0.678783,0.709204,0.675482,0.687171,0.687171,163326
2015-10-04,0.686343,0.693126,0.660716,0.668379,0.668379,103497
2015-10-05,0.666784,0.674438,0.624450,0.628643,0.628643,234263
2015-10-06,0.622218,0.653944,0.606230,0.650645,0.650645,262674
2015-10-07,0.650515,0.656301,0.602423,0.609388,0.609388,218327
2015-10-08,0.609501,0.633138,0.591971,0.621716,0.621716,310266
2015-10-09,0.655084,0.692296,0.632116,0.650628,0.650628,386420
2015-10-10,0.641187,0.649022,0.624374,0.627857,0.627857,141555
2015-10-11,0.627461,0.639506,0.618335,0.634963,0.634963,102128
2015-10-12,0.634515,0.657789,0.626030,0.626030,0.626030,109567
2015-10-13,0.627943,0.630240,0.599214,0.607655,0.607655,303044
2015-10-14,0.612240,0.612240,0.483974,0.522968,0.522968,971664
2015-10-15,0.523278,0.572714,0.514730,0.561878,0.561878,371022
2015-10-16,0.562593,0.568861,0.522533,0.536495,0.536495,249891
2015-10-17,0.534117,0.563460,0.526961,0.547178,0.547178,313860
2015-10-18,0.547913,0.552234,0.512861,0.517734,0.517734,133690
2015-10-19,0.517621,0.521546,0.480994,0.489014,0.489014,243742
2015-10-20,0.489629,0.501898,0.431648,0.434829,0.434829,383921
2015-10-21,0.431589,0.482988,0.420897,0.447329,0.447329,609085
2015-10-22,0.444988,0.619466,0.420991,0.567702,0.567702,924822
2015-10-23,0.566370,0.611743,0.504284,0.539657,0.539657,878822
2015-10-24,0.539681,0.577396,0.518688,0.563590,0.563590,258356
2015-10-25,0.563207,0.688192,0.561383,0.616039,0.616039,635384
2015-10-26,0.619743,0.757517,0.597098,0.731317,0.731317,1089120
2015-10-27,0.708890,0.898172,0.708890,0.869641,0.869641,1846370
2015-10-28,0.870938,1.055790,0.807857,1.002480,1.002480,2373050
2015-10-29,1.005250,1.206660,0.947374,1.206660,1.206660,2279240
2015-10-30,1.209200,1.345050,0.968160,1.041220,1.041220,2429200
2015-10-31,1.046580,1.056380,0.900171,0.916627,0.916627,673892
2015-11-01,0.920847,1.076740,0.899082,1.055670,1.055670,588913
2015-11-02,1.057970,1.099790,0.953647,0.989789,0.989789,1145200
2015-11-03,0.994568,1.070440,0.936615,1.013360,1.013360,1907690
2015-11-04,1.010650,1.038720,0.725665,0.899050,0.899050,3060340
2015-11-05,0.900699,0.991259,0.860382,0.895637,0.895637,1179840
2015-11-06,0.904772,0.989848,0.852929,0.926032,0.926032,913666
2015-11-07,0.923732,0.943787,0.863539,0.927974,0.927974,890187
2015-11-08,0.915661,1.032680,0.915661,1.027470,1.027470,1021460
2015-11-09,1.032530,1.106420,0.945263,0.999278,0.999278,2045290
2015-11-10,1.001260,1.053040,0.920968,0.934348,0.934348,854581
2015-11-11,0.941296,0.945278,0.729775,0.791829,0.791829,1278580
2015-11-12,0.796455,0.913919,0.763510,0.895711,0.895711,806156
2015-11-13,0.907722,0.917309,0.846023,0.904096,0.904096,543671
2015-11-14,0.905469,0.906113,0.876908,0.888812,0.888812,372514
2015-11-15,0.891217,0.921516,0.874957,0.906368,0.906368,411848
2015-11-16,0.906166,0.944732,0.891971,0.928962,0.928962,620945
2015-11-17,0.924948,1.032950,0.905794,1.007980,1.007980,1145440
2015-11-18,0.993214,1.011570,0.940516,0.993319,0.993319,681104
2015-11-19,0.988713,1.007970,0.937498,0.955532,0.955532,443528
2015-11-20,0.955735,0.955735,0.898576,0.924920,0.924920,614335
2015-11-21,0.928758,0.978743,0.920940,0.976140,0.976140,455976
2015-11-22,0.979765,0.984132,0.958982,0.968018,0.968018,372173
2015-11-23,0.967493,0.969057,0.933870,0.946969,0.946969,441875
2015-11-24,0.946442,0.948055,0.895931,0.900191,0.900191,524195
2015-11-25,0.893827,0.899493,0.851106,0.863537,0.863537,622991
2015-11-26,0.863273,0.903643,0.804360,0.884183,0.884183,947473
2015-11-27,0.882100,0.900051,0.860695,0.867951,0.867951,403813
2015-11-28,0.868102,0.929293,0.862122,0.915703,0.915703,462464
2015-11-29,0.914144,0.914153,0.860533,0.878614,0.878614,448358
2015-11-30,0.879951,0.895054,0.847696,0.873119,0.873119,784439
2015-12-01,0.878316,0.886736,0.853937,0.874800,0.874800,652857
2015-12-02,0.873171,0.878017,0.818924,0.821210,0.821210,506307
2015-12-03,0.818546,0.837664,0.785086,0.812143,0.812143,539969
2015-12-04,0.812082,0.859575,0.802373,0.840041,0.840041,241278
2015-12-05,0.841195,0.872821,0.824444,0.862438,0.862438,232743
2015-12-06,0.866417,0.882436,0.833115,0.835500,0.835500,443608
2015-12-07,0.836322,0.850791,0.787650,0.811264,0.811264,520409
2015-12-08,0.806024,0.823645,0.782328,0.822118,0.822118,445903
2015-12-09,0.824454,0.824454,0.770488,0.792167,0.792167,624221
2015-12-10,0.795590,0.861590,0.787291,0.840396,0.840396,369589
2015-12-11,0.839995,0.929762,0.819789,0.929762,0.929762,801072
2015-12-12,0.931196,1.045370,0.928546,0.976973,0.976973,1376280
2015-12-13,0.971538,0.989394,0.937438,0.952884,0.952884,273614
2015-12-14,0.956620,1.013100,0.950178,0.993022,0.993022,563436
2015-12-15,0.990589,1.028840,0.982240,1.014150,1.014150,578618
2015-12-16,1.017110,1.018030,0.974927,0.991182,0.991182,320767
2015-12-17,0.993043,0.997611,0.911807,0.940701,0.940701,640765
2015-12-18,0.938327,0.939493,0.908081,0.920127,0.920127,300787
2015-12-19,0.921524,0.925874,0.888916,0.908072,0.908072,343535
2015-12-20,0.908240,0.943185,0.899441,0.903885,0.903885,472164
2015-12-21,0.906065,0.917390,0.891182,0.900771,0.900771,549113
2015-12-22,0.894973,0.909526,0.862059,0.864202,0.864202,454249
2015-12-23,0.861782,0.882940,0.856065,0.858077,0.858077,334993
2015-12-24,0.859433,0.882818,0.847600,0.863262,0.863262,354646
2015-12-25,0.861993,0.882556,0.861993,0.870363,0.870363,187114
2015-12-26,0.870766,0.897453,0.838314,0.854603,0.854603,425282
2015-12-27,0.853166,0.861538,0.841151,0.856365,0.856365,164565
2015-12-28,0.856356,0.872394,0.832932,0.845005,0.845005,235134
2015-12-29,0.843835,0.873054,0.833232,0.873054,0.873054,215742
2015-12-30,0.874258,0.941099,0.866647,0.911958,0.911958,604078
2015-12-31,0.912098,0.975414,0.910277,0.933542,0.933542,663994
2016-01-01,0.933712,0.954822,0.931442,0.948024,0.948024,206062
2016-01-02,0.947401,0.969637,0.936560,0.937124,0.937124,255504
2016-01-03,0.938430,0.991362,0.934313,0.971905,0.971905,407632
2016-01-04,0.972045,0.976438,0.929835,0.954480,0.954480,346245
2016-01-05,0.953147,0.970597,0.946543,0.950176,0.950176,219833
2016-01-06,0.950028,0.960659,0.935708,0.950860,0.950860,308791
2016-01-07,0.955801,0.974623,0.935830,0.942005,0.942005,647462
2016-01-08,0.942752,0.991825,0.939715,0.986789,0.986789,545600
2016-01-09,0.985501,0.992345,0.973600,0.986833,0.986833,226281
2016-01-10,0.985557,1.001030,0.975099,0.999231,0.999231,390888
2016-01-11,0.999216,1.069910,0.999216,1.061600,1.061600,1011920
2016-01-12,1.066100,1.282830,1.050090,1.141000,1.141000,2898760
2016-01-13,1.135470,1.152180,1.077030,1.125200,1.125200,1005910
2016-01-14,1.122100,1.189590,1.103190,1.189590,1.189590,751961
2016-01-15,1.184440,1.319380,1.142930,1.208010,1.208010,3910550
2016-01-16,1.220460,1.308160,1.168010,1.220290,1.220290,2462630
2016-01-17,1.221470,1.328830,1.207770,1.327470,1.327470,1171150
2016-01-18,1.332310,1.542900,1.322220,1.426340,1.426340,4278930
2016-01-19,1.422610,1.464690,1.305010,1.371390,1.371390,2446740
2016-01-20,1.363180,1.619240,1.353710,1.531820,1.531820,2933220
2016-01-21,1.532700,1.585490,1.486690,1.553570,1.553570,1614960
2016-01-22,1.547030,1.581460,1.465880,1.501270,1.501270,1567240
2016-01-23,1.504120,2.030120,1.496050,1.972670,1.972670,7370980
2016-01-24,1.900540,2.298420,1.900540,2.141200,2.141200,9669770
2016-01-25,2.147640,2.662580,2.056140,2.499270,2.499270,10739300
2016-01-26,2.532740,2.836990,1.994770,2.276370,2.276370,13939200
2016-01-27,2.247440,2.594940,2.188650,2.388550,2.388550,6961080
2016-01-28,2.406450,2.684670,2.342030,2.526490,2.526490,4903850
2016-01-29,2.542980,2.606770,2.303900,2.494960,2.494960,6662340
2016-01-30,2.507720,2.611810,2.398920,2.445060,2.445060,3725080
2016-01-31,2.443150,2.530970,2.186350,2.306040,2.306040,5847500
2016-02-01,2.319690,2.319690,2.116310,2.211690,2.211690,3994100
2016-02-02,2.215190,2.448980,2.157200,2.439640,2.439640,3451270
2016-02-03,2.431930,2.540170,2.341620,2.528690,2.528690,3987750
2016-02-04,2.529030,2.629540,2.436460,2.578040,2.578040,3552320
2016-02-05,2.570350,2.606180,2.470920,2.538990,2.538990,2636700
2016-02-06,2.533820,2.561150,2.472010,2.534460,2.534460,1921240
2016-02-07,2.536410,3.058190,2.536380,2.964340,2.964340,7007060
2016-02-08,2.973000,3.274280,2.875370,3.179790,3.179790,9725690
2016-02-09,3.174990,4.044640,3.168750,4.044640,4.044640,17954000
2016-02-10,4.000550,4.861440,3.783100,4.436260,4.436260,28640400
2016-02-11,4.496820,6.292230,4.338300,6.013100,6.013100,26408200
2016-02-12,5.946150,6.582750,5.070760,5.546980,5.546980,23360800
2016-02-13,5.685050,5.719540,4.190000,5.385320,5.385320,24218800
2016-02-14,5.404330,5.465060,4.445710,5.239730,5.239730,11226500
2016-02-15,5.330530,5.886990,5.018560,5.288350,5.288350,13934200
2016-02-16,5.328320,5.474860,4.033840,4.315290,4.315290,15889100
2016-02-17,4.289170,4.767070,3.497370,3.757240,3.757240,15451000
2016-02-18,3.774700,4.770570,3.420880,4.399130,4.399130,17054000
2016-02-19,4.384790,4.793220,4.274690,4.737890,4.737890,7666320
2016-02-20,4.682200,4.754060,4.127070,4.341330,4.341330,8631090
2016-02-21,4.360550,4.711510,4.227610,4.653620,4.653620,6413550
2016-02-22,4.664950,5.645710,4.635250,5.616500,5.616500,15056200
2016-02-23,5.684930,5.947640,5.387820,5.586210,5.586210,13380600
2016-02-24,5.604050,6.236470,5.509250,6.236470,6.236470,11426500
2016-02-25,6.186710,6.647410,5.551240,6.104800,6.104800,21471800
2016-02-26,6.037830,6.268750,5.739050,5.921670,5.921670,9526860
2016-02-27,5.963080,6.526920,5.920520,6.425860,6.425860,8903210
2016-02-28,6.405510,6.619340,6.238370,6.468350,6.468350,9851660
2016-02-29,6.455650,6.614510,6.054290,6.336990,6.336990,7648020
2016-03-01,6.319310,7.908640,6.308850,7.653690,7.653690,23098100
2016-03-02,7.633030,8.753460,7.371300,8.465390,8.465390,29130200
2016-03-03,8.442290,10.097400,8.332030,9.294150,9.294150,40314900
2016-03-04,9.240560,10.406000,8.479420,10.406000,10.406000,35520100
2016-03-05,10.370300,12.274000,9.972900,11.003700,11.003700,56439600
2016-03-06,11.204000,11.836000,9.993610,11.382900,11.382900,39112000
2016-03-07,11.428800,11.651900,9.309490,9.552630,9.552630,34085100
2016-03-08,9.582140,10.166400,8.815770,9.847210,9.847210,25524300
2016-03-09,9.792420,12.054700,9.670990,11.898000,11.898000,27540500
2016-03-10,11.881500,12.239300,10.991100,11.305000,11.305000,26851500
2016-03-11,11.221600,11.599900,10.393700,11.082800,11.082800,21002700
2016-03-12,11.130700,13.533300,11.087700,13.533300,13.533300,48957300
2016-03-13,13.510200,15.257100,13.467400,14.475000,14.475000,43915100
2016-03-14,14.512200,15.013000,11.582100,12.452600,12.452600,58385100
2016-03-15,13.001700,13.197800,12.046800,13.010000,13.010000,28404500
2016-03-16,13.021600,13.730700,12.495400,12.520900,12.520900,24335500
2016-03-17,12.558700,12.643500,10.442600,11.081500,11.081500,41650600
2016-03-18,11.109100,11.178800,8.524520,10.998100,10.998100,53956800
2016-03-19,11.203700,11.203700,9.776630,10.530700,10.530700,26735700
2016-03-20,10.516300,10.903800,9.570400,10.319800,10.319800,17651100
2016-03-21,10.303700,12.014900,10.161600,11.864100,11.864100,28572600
2016-03-22,11.879200,12.025200,11.177000,11.274800,11.274800,19730300
2016-03-23,11.327900,12.432600,11.237100,12.416700,12.416700,19353200
2016-03-24,12.442200,12.501600,10.803500,11.235000,11.235000,26081800
2016-03-25,11.260300,11.372900,10.527200,10.743200,10.743200,13782000
2016-03-26,10.767900,11.180800,10.589200,10.974000,10.974000,9425480
2016-03-27,10.986100,11.054200,10.112100,10.419200,10.419200,16744800
2016-03-28,10.431400,11.861300,10.407500,11.665600,11.665600,23188300
2016-03-29,11.752700,11.913600,11.349800,11.656400,11.656400,17684200
2016-03-30,11.605300,12.178500,11.469200,11.952900,11.952900,19351200
2016-03-31,11.919800,12.011900,11.315700,11.403500,11.403500,14966700
2016-04-01,11.400600,11.850400,11.400600,11.663600,11.663600,11373100
2016-04-02,11.630600,11.688800,11.398800,11.598900,11.598900,8682620
2016-04-03,11.628300,11.706400,11.508700,11.618300,11.618300,5580550
2016-04-04,11.615800,11.615800,11.016300,11.157300,11.157300,9599070
2016-04-05,11.212500,11.212500,10.134700,10.438100,10.438100,20557300
2016-04-06,10.449800,10.970000,10.277300,10.685400,10.685400,16997100
2016-04-07,10.695200,10.809700,9.953630,10.069700,10.069700,13464500
2016-04-08,10.077400,10.387500,9.655580,9.719590,9.719590,14660600
2016-04-09,9.694230,10.088900,9.068140,9.150620,9.150620,16194800
2016-04-10,9.149850,9.224720,7.455640,8.936340,8.936340,42613400
2016-04-11,8.942780,8.946640,8.003180,8.643790,8.643790,15138100
2016-04-12,8.639470,8.639470,7.154160,7.442310,7.442310,23190100
2016-04-13,7.441360,8.719770,7.069220,8.044420,8.044420,31403300
2016-04-14,8.075170,8.757040,8.021520,8.387240,8.387240,13590700
2016-04-15,8.386060,8.616200,8.097330,8.242780,8.242780,12179000
2016-04-16,8.235880,8.649760,8.114440,8.609500,8.609500,9888460
2016-04-17,8.623190,9.702000,8.560780,9.309100,9.309100,24619600
2016-04-18,9.332730,9.506660,8.496870,9.036000,9.036000,21084100
2016-04-19,9.075330,9.306240,8.595460,8.714880,8.714880,12899100
2016-04-20,8.688190,8.825390,8.313760,8.465790,8.465790,15634700
2016-04-21,8.453460,8.721830,7.962220,8.102170,8.102170,13355400
2016-04-22,8.149920,8.272320,7.668480,7.821260,7.821260,13309300
2016-04-23,7.791830,8.552930,7.737740,8.294790,8.294790,14565200
2016-04-24,8.293430,8.473970,7.959810,8.001350,8.001350,10786400
2016-04-25,8.007770,8.094600,7.236510,7.554340,7.554340,18239900
2016-04-26,7.526550,7.551820,7.058980,7.397040,7.397040,17667300
2016-04-27,7.388390,7.967740,7.319690,7.759970,7.759970,19254500
2016-04-28,7.740690,7.913070,7.166400,7.172530,7.172530,11576000
2016-04-29,7.207030,7.730960,7.171890,7.457290,7.457290,8762080
2016-04-30,7.453910,9.366500,7.453910,8.813980,8.813980,36573300
2016-05-01,8.775080,9.011780,8.432360,8.846500,8.846500,16713800
2016-05-02,8.894240,10.321500,8.850720,10.163200,10.163200,41019200
2016-05-03,10.165100,10.165100,9.279800,9.311270,9.311270,21463900
2016-05-04,9.382870,10.034100,9.267520,9.413770,9.413770,17622400
2016-05-05,9.396730,10.046000,9.292120,9.826100,9.826100,18296200
2016-05-06,9.809610,9.952190,9.037010,9.346640,9.346640,21510600
2016-05-07,9.315650,9.475790,9.212100,9.370510,9.370510,10806500
2016-05-08,9.372900,9.597500,8.926860,9.482930,9.482930,15031000
2016-05-09,9.494040,9.641160,9.203700,9.297730,9.297730,13085300
2016-05-10,9.282650,9.479020,9.261360,9.361520,9.361520,9321790
2016-05-11,9.431430,10.011900,9.389260,9.996280,9.996280,15267500
2016-05-12,9.995110,10.506300,9.856410,10.057800,10.057800,24137700
2016-05-13,10.062300,11.052800,10.018400,10.506600,10.506600,31276900
2016-05-14,10.505100,10.615000,9.807920,10.239700,10.239700,18808000
2016-05-15,10.238600,10.444500,9.926420,9.962350,9.962350,9218400
2016-05-16,9.968700,11.440300,9.968700,11.171300,11.171300,29079900
2016-05-17,11.193200,12.487000,11.152600,12.198800,12.198800,37198700
2016-05-18,12.179300,14.259000,12.179300,13.558600,13.558600,65389900
2016-05-19,13.542800,14.872800,13.337600,14.769700,14.769700,53757500
2016-05-20,14.853200,15.048200,13.384200,13.635600,13.635600,50544100
2016-05-21,13.689700,14.051200,13.119000,14.015000,14.015000,24648400
2016-05-22,14.040500,14.346400,13.765800,14.286100,14.286100,17938900
2016-05-23,14.279800,14.492400,13.192200,13.461500,13.461500,23842800
2016-05-24,13.305400,13.774300,12.014100,12.732300,12.732300,41560600
2016-05-25,12.793200,12.898400,11.766600,12.526000,12.526000,27444700
2016-05-26,12.516100,12.986600,12.059200,12.430400,12.430400,20764000
2016-05-27,12.389400,12.389400,10.502700,11.295800,11.295800,57496400
2016-05-28,11.333200,12.363300,10.373400,11.892900,11.892900,47274800
2016-05-29,12.112200,12.690800,11.776800,12.350400,12.350400,28598400
2016-05-30,12.325300,12.880600,12.265800,12.725300,12.725300,14733800
2016-05-31,12.743500,14.267300,12.642200,14.077300,14.077300,42433400
2016-06-01,14.109800,14.315500,13.438900,14.001500,14.001500,22471300
2016-06-02,13.991700,14.048400,13.629200,13.738000,13.738000,10477200
2016-06-03,13.742900,13.873800,13.254300,13.846700,13.846700,22981500
2016-06-04,13.864300,13.945400,13.421800,13.740400,13.740400,15792400
2016-06-05,13.762500,14.072200,13.567800,13.975000,13.975000,11088400
2016-06-06,14.000700,14.058500,13.734900,13.934100,13.934100,8720400
2016-06-07,13.945300,14.512000,13.814600,14.512000,14.512000,21421600
2016-06-08,14.507900,14.779600,14.275200,14.417700,14.417700,16941800
2016-06-09,14.430600,14.567200,14.340200,14.398600,14.398600,8256830
2016-06-10,14.375900,14.431800,13.820700,13.908600,13.908600,11312900
2016-06-11,13.909100,14.191600,13.720300,14.191600,14.191600,12176500
2016-06-12,14.186400,15.900000,14.186400,15.743700,15.743700,38210300
2016-06-13,15.772300,17.644199,15.719600,17.602699,17.602699,38023400
2016-06-14,17.612801,19.273500,17.298599,18.893200,18.893200,64412200
2016-06-15,18.905300,18.905300,17.709499,18.354300,18.354300,19393400
2016-06-16,18.362801,20.829700,18.362801,20.588600,20.588600,38531000
2016-06-17,20.650900,21.522699,13.567600,15.376800,15.376800,199408000
2016-06-18,15.378600,15.378600,9.963640,11.330700,11.330700,133937000
2016-06-19,11.167300,13.182100,10.635600,12.234200,12.234200,69783600
2016-06-20,12.236900,12.448300,10.524700,11.839500,11.839500,58143600
2016-06-21,11.819800,13.420400,11.291800,13.306700,13.306700,69245600
2016-06-22,13.199700,15.785600,13.095100,13.095100,13.095100,96994096
2016-06-23,13.215600,13.791100,12.564000,13.676200,13.676200,30806400
2016-06-24,13.682100,14.567300,13.219400,14.332100,14.332100,33332900
2016-06-25,14.302800,14.581900,14.017000,14.283000,14.283000,15383100
2016-06-26,14.261100,14.373900,13.656500,13.850200,13.850200,14747600
2016-06-27,13.808200,14.121100,13.749300,13.883900,13.883900,10994700
2016-06-28,13.927600,13.981500,11.718000,12.175600,12.175600,43436600
2016-06-29,12.174200,13.038000,11.685400,12.611200,12.611200,26982800
2016-06-30,12.602900,12.741900,12.253600,12.461500,12.461500,15801300
2016-07-01,12.438100,12.491300,11.733500,12.199500,12.199500,17236500
2016-07-02,12.216000,12.220900,11.950200,12.128400,12.128400,8987070
2016-07-03,12.120800,12.145200,11.589100,11.720200,11.720200,10588700
2016-07-04,11.696100,11.880200,11.389500,11.471000,11.471000,12943500
2016-07-05,11.457400,11.517800,9.576260,10.611400,10.611400,45526900
2016-07-06,10.575800,11.105600,10.280800,10.528900,10.528900,18137300
2016-07-07,10.535900,10.565800,9.803210,10.109400,10.109400,15407200
2016-07-08,10.115300,11.524800,9.961260,11.394600,11.394600,20039800
2016-07-09,11.417700,11.456700,10.729500,10.965500,10.965500,17254800
2016-07-10,10.960400,11.013700,10.782200,10.947600,10.947600,5479240
2016-07-11,10.941100,11.009300,10.260200,10.459000,10.459000,13098000
2016-07-12,10.447000,10.762000,10.425800,10.516100,10.516100,11127700
2016-07-13,10.506600,10.589500,10.403900,10.500500,10.500500,6715660
2016-07-14,10.596900,11.681900,10.596900,11.513200,11.513200,23621900
2016-07-15,11.499100,12.431300,11.490000,11.951600,11.951600,26838900
2016-07-16,11.919400,11.935900,11.592400,11.652800,11.652800,10445700
2016-07-17,11.623500,11.670300,11.007400,11.158700,11.158700,17921600
2016-07-18,11.173000,11.610100,10.948300,11.034400,11.034400,15931900
2016-07-19,11.046600,12.013900,11.010300,11.619100,11.619100,21730000
2016-07-20,11.590200,12.991400,11.566900,12.450600,12.450600,60226100
2016-07-21,12.460100,12.710300,11.993700,12.650700,12.650700,24636900
2016-07-22,12.657500,14.813400,12.539900,14.661900,14.661900,74779504
2016-07-23,14.665500,14.898900,14.049700,14.299700,14.299700,32489700
2016-07-24,14.295800,14.437400,12.316100,12.749500,12.749500,77750800
2016-07-25,12.743400,13.857000,12.683800,13.836100,13.836100,36673800
2016-07-26,13.816100,13.851100,11.727200,11.989500,11.989500,94428800
2016-07-27,12.050500,13.311900,11.835700,12.972800,12.972800,58278800
2016-07-28,12.979100,12.988200,12.492700,12.843600,12.843600,24603900
2016-07-29,12.836400,12.870600,12.554200,12.794600,12.794600,14082300
2016-07-30,12.797400,12.801300,12.461000,12.461000,12.461000,9047810
2016-07-31,12.439700,12.509800,11.547200,11.875900,11.875900,25441400
2016-08-01,11.894800,12.013700,10.941600,10.941600,10.941600,23999500
2016-08-02,10.948500,11.137200,8.200980,8.787280,8.787280,88803296
2016-08-03,8.876800,10.418000,8.876800,10.293900,10.293900,53979400
2016-08-04,10.311000,11.291200,10.156400,11.042800,11.042800,38151400
2016-08-05,11.019000,11.176400,10.763200,10.925400,10.925400,15487900
2016-08-06,10.916700,10.937600,10.285800,10.881100,10.881100,16712600
2016-08-07,10.859200,11.089600,10.780000,10.911600,10.911600,16551000
2016-08-08,10.913500,11.328800,10.859000,11.245400,11.245400,14956700
2016-08-09,11.274600,12.454600,11.200000,12.244300,12.244300,36656600
2016-08-10,12.229800,12.457800,11.982500,12.143200,12.143200,28096300
2016-08-11,12.138200,12.272400,11.633800,11.690900,11.690900,17505000
2016-08-12,11.688900,12.041600,11.635100,11.778500,11.778500,13690100
2016-08-13,11.770400,11.791100,11.511800,11.571300,11.571300,7539490
2016-08-14,11.583300,11.694600,11.099100,11.194800,11.194800,8680160
2016-08-15,11.201700,11.310800,11.000100,11.218400,11.218400,7500840
2016-08-16,11.228700,11.237300,11.002800,11.139700,11.139700,7051510
2016-08-17,11.133200,11.154800,10.748600,10.752800,10.752800,8833760
2016-08-18,10.747500,11.009100,10.744800,10.756100,10.756100,6935800
2016-08-19,10.746300,10.801100,10.727900,10.748700,10.748700,5390850
2016-08-20,10.750100,11.300700,10.749100,11.247400,11.247400,7443540
2016-08-21,11.253300,11.253800,10.993900,11.179200,11.179200,4355660
2016-08-22,11.185100,11.340800,11.075000,11.120900,11.120900,6588920
2016-08-23,11.137000,11.230000,10.898000,11.030600,11.030600,6489380
2016-08-24,11.024300,11.154600,11.009500,11.036000,11.036000,4423420
2016-08-25,11.031300,11.385100,11.016800,11.357400,11.357400,8552380
2016-08-26,11.352400,11.445400,11.211300,11.295400,11.295400,5857850
2016-08-27,11.294000,11.294000,11.139500,11.148200,11.148200,15108400
2016-08-28,11.147000,11.147000,10.920000,10.929300,10.929300,5303040
2016-08-29,10.915100,11.146200,10.789800,10.983800,10.983800,8130540
2016-08-30,10.992100,11.303600,10.958800,11.228900,11.228900,7221260
2016-08-31,11.238600,11.680200,11.183900,11.672400,11.672400,11073700
